Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Denmark,DNK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.7254056577329,87.6999969482422,88.0161943799509,88.1059762310689,88.2096490810669,88.2394485473632,88.2616449318149,88.3880239837703,88.552638542867
Denmark,DNK,Individuals using the Internet (% of population),IT.NET.USER.ZS,96.3305016195436,96.9677852516645,97.0993621555621,97.3192043651002,98.0464347521549,96.54914573,98.8658506,97.86011812,98.77559197
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.4804878048781,81.4292682926829,81.6317073170732,81.7341463414634,81.9829268292683,81.9317073170732,81.8853658536585,81.1878048780488,81.5853658536585
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,42560.3456767103,43451.2562442158,46085.0174739036,49654.2497035329,48358.1807773701,48828.6846862799,53099.1351400148,50440.560224974,52864.6931581216
Finland,FIN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4128.20751953,4108.73974609,4235.75488281,4521.27636719,4459.9296875,4736.21435547,5261.90966797,4902.0390625,5515.40478516
Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.376,8.818,8.64,7.361,6.695,7.759,7.617,6.719,7.149
Finland,FIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,71.3054930040604,71.6158383428171,71.9563038312956,72.3423467740343,72.7431214358314,73.0849439791673,73.3710215780329,73.6967597835949,74.0062548602828
Finland,FIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,86.4221333325445,87.7036499599455,87.4689290730615,88.8899599985585,89.6073851129779,92.17027106,92.80806082,92.98879471,93.51385075
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.3219512195122,82.5731707317073,82.5756097560976,82.6756097560976,82.8268292682927,82.1756097560976,82.3243902439024,82.1292682926829,82.8317073170732
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,36702.4323733379,37024.2157133669,38687.1626407164,41418.1766484844,40408.2848574751,39169.8606000707,43725.0999521245,40988.6396406579,44700.1384177544
France,FRA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4226.62646484,4289.34716797,4436.63720703,4692.99511719,4519.98583984,4760.08251953,5364.89746094,4857.73388672,5149.0546875
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.354,10.057,9.409,9.018,8.415,8.009,7.871,7.303,7.335
France,FRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.7610919150066,78.5999114705779,78.6467804026368,78.6714432536599,78.6890784549356,78.7119131765249,78.7364603392338,78.7591921123356,78.7804323126547
France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,78.0060377071902,79.2698113207547,80.5024597243607,82.0431867788484,83.3397440866883,84.70639801,86.09548575,85.33331734,86.83635789
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.6414634146341,80.990243902439,80.9926829268293,80.8926829268293,81.2926829268293,81.0414634146342,80.790243902439,80.6080487804878,81.0414634146342
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,41929.7549110722,42948.9381932694,45553.9341495339,48916.1686612154,47656.199739747,47394.8734504469,52349.2459994422,50506.5179638543,54776.7668235491
Germany,DEU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4605.59033203,4723.32421875,5039.35302734,5473.55712891,5447.31787109,5906.80615234,6653.58349609,6226.14208984,6394.62255859
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.612,4.104,3.781,3.384,3.163,3.881,3.594,3.137,3.071
Germany,DEU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.6974371632814,80.8347870684725,80.9842544038853,81.1423036204018,81.3053991689039,81.4700055002738,81.6325870653934,81.7867852780995,81.9034366692129
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,87.5897993525767,84.1652066441212,84.3941537010844,87.037112092841,88.1345169091916,89.81294133,91.43060973,91.62984383,92.4763763
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.0365853658537,81.3878048780488,81.2878048780488,81.7878048780488,81.6390243902439,81.2878048780488,80.0829268292683,80.7878048780488,81.7365853658537
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,17980.7298238137,17919.2426377048,18631.9930129293,19873.4015238771,19335.3602002969,17886.733165236,20652.89659591,20884.6773436263,23343.7103964562
Greece,GRC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1481.41967773,1513.25939941,1509.78442383,1603.07788086,1569.02844238,1674.78417969,1846.37304688,1768.11071777,1962.59594727
Greece,GRC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,24.981,23.514,21.413,19.179,17.045,15.899,14.656,12.426,11.023
Greece,GRC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.5194426317545,77.7122988766348,77.8895342613411,78.0490656849874,78.1888100466875,78.3066842455552,78.3884898647442,78.5502190980809,78.7746303842088
Greece,GRC,Individuals using the Internet (% of population),IT.NET.USER.ZS,66.8349594911035,69.0879154723892,69.8929706543154,72.2383733920483,75.6712066931757,78.11584474,78.49426371,83.17066333,85.0102229
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.4536585365854,81.6536585365854,82.1560975609756,82.2048780487805,82.7024390243903,82.4560975609756,82.2536585365854,82.509756097561,82.8073170731707
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,64250.1385181257,64129.5571542383,72161.4047531385,80804.1123164826,81827.6688873996,86514.0706108754,103783.446284479,105190.685952731,106818.917130804
Ireland,IRL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4575.84912109,4746.93701172,5023.51123047,5494.98632813,5454.31152344,6073.10546875,6754.07519531,6407.92333984,6877.9375
Ireland,IRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.908,8.374,6.713,5.741,4.95,5.623,6.357,4.465,4.243
Ireland,IRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.6392123492764,62.7229399123734,62.9035196521232,63.0844503476779,63.2737009154127,63.4713366724915,63.6774229356985,63.8920250215059,64.1152082461268
Ireland,IRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.4947916666667,83.5,84.1140070623844,87.0001401148942,87.0000552425146,91.99989097,93.50610352,95.03690338,96.8660965
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.5439024390244,83.2439024390244,82.9463414634147,83.3463414634146,83.4975609756098,82.1951219512195,82.6463414634146,82.7,83.3512195121951
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,30639.8829751432,31391.5692898108,32844.115660604,35062.3364176949,33812.788724868,32091.4866621366,36852.5425414951,35653.9042103495,39279.699782164
Italy,ITA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2707.43310547,2735.27783203,2851.28686523,3031.46459961,2908.83154297,3058.90014648,3414.57299805,3154.57104492,3283.47216797
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.896,11.688,11.211,10.538,9.884,9.192,9.497,8.069,7.627
Italy,ITA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.6100006103516,69.5969232525286,69.5180784259382,69.4800033569336,69.5050010681153,69.5187492370606,69.4812507629394,69.4839779766539,69.5381540123301
Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,58.1417349568747,61.3242527666303,63.0773469984291,74.3871829234822,67.8507102874836,70.48342785,74.8623274,85.06074504,87.0278292
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.7939024390244,83.9848780487805,84.099756097561,84.2109756097561,84.3563414634146,84.56,84.4456097560976,83.9963414634146,84.0412195121951
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,35664.6446110613,40214.9688631562,39679.8635262948,40645.478086519,41424.8655601543,41098.9739004553,41580.739040705,35548.2645222433,35215.003535366
Japan,JPN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,3754.18115234,4194.22802734,4135.24316406,4265.77929688,4431.29980469,4581.60986328,4843.94433594,4201.79248047,3638.19287109
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.385,3.132,2.822,2.467,2.351,2.809,2.808,2.614,2.6
Japan,JPN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.3532644103625,91.4541254852142,91.5498419685883,91.6377318609728,91.7164207898107,91.7809926267889,91.8741049279527,91.9776532428406,92.0826903891473
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,91.0580283929962,93.1827212821617,91.7265472366635,88.7463508901772,92.7303978145525,90.21945812,82.91407928,84.92343147,85.00990295
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.509756097561,81.5609756097561,81.7609756097561,81.8121951219512,82.1121951219512,81.3585365853659,81.309756097561,81.6146341463415,81.8634146341464
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,45793.8135434697,46808.5291492503,49513.6817346384,53955.0770024266,53554.9007491475,53467.9277413737,60141.9880911492,59123.318556487,63515.6030780019
Netherlands,NLD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4676.56201172,4644.02099609,4934.57519531,5330.66015625,5340.61279297,5865.90527344,6718.88964844,5967.90429688,6371.85595703
Netherlands,NLD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.872,6.007,4.837,3.832,3.379,3.82,4.209,3.526,3.535
Netherlands,NLD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,90.2787737214621,90.5803239452777,91.1219700676602,92.6062472401044,93.8898028856479,94.2532277765935,94.6294783220315,94.9856177734136,95.3221682092129
Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,91.7241379310345,90.4109589041096,93.1972789115646,91.8918918918919,93.2885906040269,91.33333333,92.05298013,92.51968504,97.00680272
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.6124390243903,81.6585365853659,81.8585365853659,81.7073170731707,82.0560975609756,82.2560975609756,82.2073170731707,81.9585365853658,81.7585365853659
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,38648.7302562109,40088.3205470499,42912.1537002148,43204.1305124872,42872.2681243427,42054.6743136586,49902.154346032,49141.6316294227,49302.341876493
New Zealand,NZL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,3433.59643555,3516.93481445,3702.09985352,3706.80273438,3679.59692383,3887.71264648,4749.04199219,5138.33789063,4997.24316406
New Zealand,NZL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.415,5.147,4.736,4.335,4.109,4.595,3.776,3.299,3.734
New Zealand,NZL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.1518763760531,84.691365594,84.1701025874108,83.8017846685577,83.804965871667,83.8138977095908,83.8299382585905,83.8547305017812,83.8898991461229
New Zealand,NZL,Individuals using the Internet (% of population),IT.NET.USER.ZS,85.19999695,86.5,87.69999695,89,89.86370087,90.92099762,91.99060059,93.07289886,93.32610321
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.3048780487805,82.4073170731707,82.609756097561,82.7585365853659,82.9585365853659,83.209756097561,83.1634146341463,82.509756097561,83.0121951219512
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,77220.9524311414,73222.4006864905,78771.2151264554,85579.0776455494,79329.3075190012,71057.5879471399,96442.5552173002,113122.130765691,90984.4087141111
Norway,NOR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,7566.56152344,7492.07666016,7815.78710938,8271.859375,8007.35546875,7824.57714844,9163.13867188,8692.57617188,8296.35546875
Norway,NOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.296,4.68,4.164,3.801,3.684,4.424,4.359,3.231,3.574
Norway,NOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.2378240971353,81.6800003051758,81.9699745912375,82.2452112401723,82.4935894878281,82.7029885700532,82.8612877226956,82.9563661816034,83.0718560702166
Norway,NOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,96.810325691365,97.2982036675068,96.3576012951191,96.4916579887094,98.0000043853142,94.60755647,99.0000036,98.99997764,99.00000258
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.1243902439025,81.1243902439025,81.4243902439025,81.3243902439024,81.6756097560976,81.3292682926829,81.3780487804878,81.6317073170732,82.3292682926829
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,19215.7813014347,19980.2808866516,21442.3842768879,23541.1401075289,23343.3628970034,22299.4044062173,24711.4510062111,24620.5197587181,27634.6183139773
Portugal,PRT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1787.03759766,1870.31848145,1991.32263184,2206.71240234,2209.50219727,2328.35571289,2764.04296875,2600.56665039,2762.26293945
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.405,11.058,8.878,6.966,6.422,6.85,6.712,6.138,6.498
Portugal,PRT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.137469211538,61.1343011242723,61.1296726507436,61.1233069673808,61.114927250613,61.1042566768691,61.0951249296597,61.1259255772782,61.2048652633664
Portugal,PRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,68.6328614804299,70.423567088723,73.7912139515729,74.6609681487507,75.3463779408712,78.26166044,82.30902804,84.49690644,85.79012676
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.8317073170732,83.3292682926829,83.2829268292683,83.4317073170732,83.8317073170732,82.2317073170732,83.1780487804878,83.1341463414634,83.9341463414634
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,25982.4416197775,26755.6061149398,28381.3425596906,30602.4212881113,29786.5245689007,27233.9426461608,30799.4775937775,30319.4987196616,33493.2225409111
Spain,ESP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2383.85302734,2378.13598633,2564.55834961,2784.16308594,2756.62109375,2942.41943359,3188.8515625,2948.61474609,3106.62011719
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,22.057,19.635,17.224,15.255,14.104,15.532,14.914,13.033,12.179
Spain,ESP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.2454892743023,79.3615955277997,79.4663233085683,79.5580057813361,79.6349761108307,79.6955674617799,79.7846242983598,79.9548794567814,80.128491001856
Spain,ESP,Individuals using the Internet (% of population),IT.NET.USER.ZS,78.6896318703515,80.5613329432179,84.6022457016524,86.107235525659,90.718665325267,93.20564892,93.89752157,94.4855432,95.44564516
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.2048780487805,82.3073170731707,82.409756097561,82.5585365853659,83.109756097561,82.3560975609756,83.0560975609756,83.0585365853659,83.309756097561
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,51188.1652120493,51703.5088332851,53210.2233318965,54018.4554391861,51648.9892820514,52568.5726980146,60647.5416365347,54836.8907235124,54950.2834725622
Sweden,SWE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,5626.04833984,5719.45996094,5871.52294922,6042.13525391,5688.04492188,6030.53271484,6894.20166016,6022.39257813,6206.23046875
Sweden,SWE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.432,6.99,6.718,6.365,6.833,8.291,8.803,7.417,7.611
Sweden,SWE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,86.6158654081858,87,87.237373786911,87.4737430925296,87.7088420242759,87.9424046895699,88.1741651958315,88.4038576504809,88.631216160938
Sweden,SWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,90.6101966398616,89.6509476102355,93.0062669652127,89.2469631588137,94.4934434072202,94.53943122,94.6703163,95.00970335,95.70327461
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.8975609756098,83.6024390243903,83.5512195121951,83.7536585365854,83.9048780487805,83,83.7512195121951,83.6048780487805,84.1560975609756
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,85265.06205193,83432.4111596314,83610.248611484,87002.3382293532,85872.9702303454,87529.7016394892,96582.8687080693,97809.095567203,104449.75451772
Switzerland,CHE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,9200.10058594,9201.47460938,9354.22070313,9541.07421875,9609.80273438,10294.578125,11197.76464844,10930.13964844,11783.66992188
Switzerland,CHE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.801,4.918,4.797,4.713,4.394,4.817,5.013,4.122,4.043
Switzerland,CHE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,75.6044960143169,76.6726675773771,77.9126273688843,79.2922201625844,80.7792907322229,82.3416838515457,84.2006477608879,84.9206266284521,85.1854212679815
Switzerland,CHE,Individuals using the Internet (% of population),IT.NET.USER.ZS,87.4790555978675,89.1346877351392,89.6861476710225,91.80000305,93.1460869535177,94.34999847,95.56937154,96.45279694,97.34436623
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.9560975609756,81.1560975609756,81.2560975609756,81.2560975609756,81.3691219512195,80.331756097561,80.6473170731707,81.0112195121951,81.2380975609756
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,45256.040227057,41258.5374285695,40918.0520870944,43704.3162296687,43160.6843971799,40815.1255364787,47695.6491523474,47034.7795621476,49919.6896621586
United Kingdom,GBR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4470.09228516,4043.35253906,3938.65234375,4233.62988281,4260.03222656,4865.97802734,5645.40136719,5111.81738281,5407.17041016
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.552,4.909,4.501,4.145,3.657,4.472,4.864,3.768,4.025
United Kingdom,GBR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.8243772295647,82.0229991698295,82.23065673273,82.4465657551295,82.6699420738913,82.9000015258789,82.9886431523641,83.0753982997505,83.1601932891335
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,92.0002998740234,94.7758006318882,90.4245504868553,90.692008988783,92.5166285497138,94.81820132,96.19650269,95.46530151,95.44719696
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.690243902439,78.5390243902439,78.5390243902439,78.6390243902439,78.7878048780488,76.9804878048781,76.3292682926829,77.4341463414634,78.3853658536585
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,56849.4697923159,57976.628204291,60047.7190728307,62875.6661382728,65227.9565911038,64465.2971415748,71441.2319805947,78008.6895811877,82586.7847707894
United States,USA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,9200.93164063,9535.60058594,9822.60644531,10180.48242188,10550.22070313,11648.49511719,12080.07324219,12586.19628906,13473.19335938
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.28,4.869,4.355,3.896,3.669,8.055,5.349,3.65,3.638
United States,USA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.5707989535091,80.4976645324131,80.4018678392891,80.2804567987377,80.1304793353594,79.997451762548,80.0074765140272,80.0324978239707,80.071561119178
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,74.5542024462761,85.5444212887222,87.2748891687657,88.498903165152,89.4302848575712,90.34470367,91.2684021,92.72850037,93.52559662
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,
Last Updated: 07/13/2026,,,,,,,,,,,,
